Transaction_Date,SKU,Unit_Qty_Sold
2021-01-20 11:25:00,BIO-PS-5LB,1
2021-01-20 17:57:00,BIO-PS-1LB,1
2021-01-21 09:50:00,CHL-BA-32OZ,1
2021-01-21 13:28:00,HTH-CA-32OZ,1
2021-01-22 11:43:00,HTH-MA-1GAL,3
2021-01-22 15:27:00,CHL-MA-32OZ,1
2021-01-23 15:07:00,BIO-BA-32OZ,2
2021-01-23 08:22:00,HTH-MA-1GAL,1
2021-01-24 10:36:00,BIO-PS-5LB,1
2021-01-24 16:43:00,BIO-BA-32OZ,1
2021-01-25 15:31:00,BIO-CHI-7LB,1
2021-01-25 08:28:00,AQU-CT-1LB,1
2021-01-26 18:18:00,CHL-BA-32OZ,1
2021-01-26 13:54:00,BIO-PS-5LB,1
2021-01-26 17:47:00,BIO-BA-32OZ,1
2021-01-27 17:53:00,AQU-CT-1LB,1
2021-01-27 09:23:00,BIO-BA-32OZ,1
2021-01-28 11:03:00,HTH-S-5LB,1
2021-01-28 12:17:00,CHL-PS-25LB,1
2021-01-29 13:03:00,INT-AI-11LB,1
2021-01-29 08:51:00,AQU-CT-1LB,1
2021-01-30 10:00:00,CHL-CT-21LB,1
2021-01-30 10:49:00,CHL-PS-25LB,3
2021-01-31 18:24:00,AQU-CT-1LB,1
2021-01-31 16:15:00,INT-PD-5LB,1
2021-02-01 16:31:00,CHL-PU-5LB,2
2021-02-01 16:39:00,HTH-CA-32OZ,1
2021-02-02 08:56:00,CHL-CT-21LB,3
2021-02-02 11:47:00,BIO-PS-1LB,2
2021-02-03 12:40:00,CHL-PS-25LB,1
2021-02-03 13:56:00,AQU-CHI-20LB,3
2021-02-04 08:10:00,CHL-CT-21LB,2
2021-02-04 17:20:00,CHL-CT-21LB,2
2021-02-05 16:25:00,HTH-CT-11LB,1
2021-02-05 15:48:00,CHL-AI-25LB,1
2021-02-06 14:03:00,BIO-BA-32OZ,2
2021-02-06 11:41:00,BIO-CT-25LB,3
2021-02-07 08:17:00,CHL-MA-32OZ,1
2021-02-07 08:38:00,BIO-LS-1GAL,1
2021-02-08 11:17:00,AQU-CT-1LB,3
2021-02-08 14:43:00,BIO-S-1LB,1
2021-02-09 15:43:00,HTH-CT-11LB,1
2021-02-09 13:19:00,HTH-CA-32OZ,2
2021-02-09 18:04:00,CHL-PS-25LB,2
2021-02-10 16:45:00,BIO-CT-25LB,1
2021-02-10 10:15:00,CHL-BA-32OZ,1
2021-02-11 14:34:00,HTH-PD-2LB,1
2021-02-11 16:06:00,HTH-PD-2LB,1
2021-02-12 08:04:00,BIO-PS-5LB,1
2021-02-12 11:53:00,CHL-PS-25LB,1
2021-02-13 16:42:00,AQU-CT-1LB,2
2021-02-13 10:28:00,BIO-LS-1GAL,1
2021-02-14 10:04:00,HTH-CT-11LB,1
2021-02-14 08:55:00,HTH-CA-32OZ,1
2021-02-15 13:06:00,HTH-CT-11LB,1
2021-02-15 11:15:00,HTH-CT-11LB,1
2021-02-16 12:24:00,BIO-CT-25LB,1
2021-02-16 08:06:00,INT-PD-5LB,4
2021-02-17 16:19:00,HTH-CT-11LB,1
2021-02-17 10:09:00,HTH-CT-11LB,1
2021-02-18 08:06:00,CHL-BA-32OZ,1
2021-02-18 11:34:00,HTH-MA-1GAL,1
2021-02-19 18:35:00,CHL-PS-25LB,3
2021-02-19 10:23:00,AQU-CT-1LB,4
2021-02-20 11:11:00,AQU-AI-5LB,1
2021-02-20 08:49:00,CHL-MA-32OZ,1
2021-02-21 16:47:00,BIO-PS-17LB,1
2021-02-21 11:43:00,HTH-CT-11LB,2
2021-02-22 09:56:00,BIO-LS-1GAL,4
2021-02-22 18:24:00,BIO-PS-1LB,1
2021-02-23 16:07:00,CHL-MA-32OZ,1
2021-02-23 18:26:00,CHL-PS-25LB,1
2021-02-24 11:26:00,CHL-CT-21LB,1
2021-02-24 08:15:00,BIO-LS-1GAL,1
2021-02-25 16:36:00,CHL-PS-25LB,1
2021-02-25 18:42:00,BIO-PS-17LB,1
2021-02-26 18:05:00,CHL-MA-32OZ,1
2021-02-26 18:44:00,HTH-CA-32OZ,1
2021-02-27 15:15:00,BIO-PS-5LB,1
2021-02-27 14:38:00,BIO-PS-17LB,1
2021-02-28 08:29:00,HTH-MA-1GAL,1
2021-02-28 16:37:00,BIO-CT-25LB,3
2021-03-01 12:41:00,AQU-CHI-20LB,1
2021-03-01 15:27:00,CHL-CT-21LB,2
2021-03-02 15:11:00,BIO-PS-1LB,2
2021-03-02 08:02:00,CHL-PS-25LB,1
2021-03-02 08:22:00,CHL-PS-25LB,4
2021-03-02 10:05:00,BIO-BA-32OZ,1
2021-03-02 12:44:00,BIO-PS-5LB,1
2021-03-03 09:49:00,HTH-S-5LB,2
2021-03-03 08:30:00,BIO-CT-25LB,1
2021-03-03 08:29:00,BIO-PS-5LB,1
2021-03-03 09:27:00,CHL-CT-21LB,2
2021-03-03 11:17:00,BIO-LS-1GAL,1
2021-03-04 16:23:00,HTH-CT-11LB,4
2021-03-04 08:50:00,CHL-MA-32OZ,1
2021-03-04 18:42:00,BIO-BA-32OZ,1
2021-03-04 16:53:00,AQU-CT-1LB,1
2021-03-05 17:20:00,CHL-BA-32OZ,1
2021-03-05 09:11:00,BIO-PS-17LB,1
2021-03-05 11:29:00,CHL-MA-32OZ,1
2021-03-05 08:33:00,HTH-CT-11LB,1
2021-03-06 13:05:00,BIO-PS-1LB,1
2021-03-06 09:56:00,BIO-PS-1LB,1
2021-03-06 17:48:00,CHL-MA-32OZ,1
2021-03-06 09:39:00,BIO-BA-32OZ,2
2021-03-06 12:51:00,BIO-PS-5LB,1
2021-03-06 18:19:00,BIO-PS-17LB,1
2021-03-07 13:16:00,BIO-CT-25LB,1
2021-03-07 13:26:00,BIO-PS-17LB,1
2021-03-07 17:30:00,HTH-CT-11LB,3
2021-03-08 10:39:00,BIO-PS-17LB,1
2021-03-08 14:22:00,HTH-CT-11LB,1
2021-03-08 13:24:00,BIO-CT-25LB,1
2021-03-09 09:38:00,BIO-PS-5LB,1
2021-03-09 10:29:00,BIO-CT-25LB,1
2021-03-09 14:31:00,BIO-PS-1LB,1
2021-03-09 09:15:00,AQU-CT-1LB,1
2021-03-10 15:28:00,BIO-CT-25LB,2
2021-03-10 18:51:00,BIO-BA-32OZ,1
2021-03-10 09:44:00,CHL-BA-32OZ,1
2021-03-10 18:32:00,BIO-CHI-7LB,1
2021-03-10 16:26:00,CHL-PS-25LB,1
2021-03-11 10:54:00,CHL-PS-25LB,1
2021-03-11 14:15:00,HTH-MA-1GAL,4
2021-03-11 17:22:00,HTH-CA-32OZ,1
2021-03-12 14:06:00,BIO-BA-32OZ,3
2021-03-12 10:47:00,BIO-BA-32OZ,1
2021-03-12 14:48:00,BIO-PS-17LB,1
2021-03-12 14:59:00,BIO-BA-32OZ,1
2021-03-13 15:34:00,BIO-PS-1LB,3
2021-03-13 11:01:00,BIO-LS-1GAL,1
2021-03-13 13:23:00,AQU-CHI-20LB,1
2021-03-14 15:13:00,BIO-BA-32OZ,1
2021-03-14 15:06:00,CHL-BA-32OZ,1
2021-03-15 11:34:00,HTH-MA-1GAL,1
2021-03-15 16:30:00,CHL-PS-25LB,3
2021-03-16 12:52:00,HTH-CT-11LB,1
2021-03-16 08:10:00,CHL-BA-32OZ,1
2021-03-16 10:13:00,BIO-PS-1LB,3
2021-03-16 18:41:00,CHL-PS-25LB,1
2021-03-17 12:42:00,HTH-CA-32OZ,1
2021-03-17 14:04:00,BIO-BA-32OZ,1
2021-03-17 12:19:00,BIO-PS-17LB,2
2021-03-18 14:56:00,BIO-LS-1GAL,1
2021-03-18 14:11:00,CHL-MA-32OZ,1
2021-03-18 15:27:00,HTH-CT-11LB,1
2021-03-18 11:46:00,HTH-CA-32OZ,1
2021-03-19 11:00:00,BIO-PS-17LB,1
2021-03-19 12:43:00,CHL-PS-25LB,1
2021-03-19 09:04:00,CHL-PS-25LB,3
2021-03-20 15:26:00,BIO-PS-5LB,4
2021-03-20 09:43:00,BIO-PS-1LB,1
2021-03-20 12:11:00,BIO-BA-32OZ,3
2021-03-20 18:42:00,BIO-PS-17LB,1
2021-03-20 09:23:00,BIO-PS-5LB,1
2021-03-21 10:18:00,BIO-LS-1GAL,1
2021-03-21 16:14:00,BIO-PS-1LB,1
2021-03-21 09:38:00,BIO-BA-32OZ,1
2021-03-22 14:34:00,CHL-BA-32OZ,2
2021-03-22 14:13:00,BIO-CT-25LB,2
2021-03-22 14:16:00,CHL-BA-32OZ,1
2021-03-22 15:01:00,AQU-CT-1LB,3
2021-03-22 12:24:00,INT-AI-11LB,1
2021-03-23 13:24:00,CHL-CT-21LB,2
2021-03-23 16:36:00,CHL-BA-32OZ,1
2021-03-23 14:37:00,CHL-BA-32OZ,1
2021-03-24 16:57:00,CHL-MA-32OZ,1
2021-03-24 15:59:00,CHL-BA-32OZ,1
2021-03-25 08:13:00,AQU-CT-1LB,2
2021-03-25 14:35:00,BIO-CT-25LB,1
2021-03-25 16:49:00,HTH-CT-11LB,1
2021-03-25 11:00:00,CHL-PS-25LB,1
2021-03-26 08:17:00,CHL-BA-32OZ,1
2021-03-26 16:14:00,HTH-CT-11LB,1
2021-03-26 15:43:00,BIO-PS-17LB,4
2021-03-26 17:58:00,INT-PD-5LB,1
2021-03-27 18:14:00,HTH-CA-32OZ,1
2021-03-27 14:46:00,BIO-PS-5LB,3
2021-03-27 11:44:00,BIO-BA-32OZ,1
2021-03-27 09:48:00,BIO-BA-32OZ,1
2021-03-28 13:36:00,BIO-PS-17LB,1
2021-03-28 10:47:00,BIO-PS-5LB,2
2021-03-28 10:49:00,BIO-CHI-7LB,1
2021-03-28 17:07:00,CHL-BA-32OZ,2
2021-03-28 18:41:00,CHL-PS-25LB,1
2021-03-29 10:30:00,BIO-BA-32OZ,1
2021-03-29 08:24:00,HTH-CT-11LB,2
2021-03-29 13:38:00,BIO-PS-5LB,1
2021-03-29 11:17:00,BIO-PS-17LB,1
2021-03-29 09:02:00,HTH-CA-32OZ,1
2021-03-30 12:03:00,BIO-BA-32OZ,1
2021-03-30 14:47:00,BIO-PS-17LB,1
2021-03-31 18:09:00,AQU-CT-1LB,1
2021-03-31 17:06:00,BIO-LS-1GAL,2
2021-03-31 09:34:00,AQU-AI-5LB,1
2021-03-31 15:10:00,BIO-CT-25LB,1
2021-03-31 10:32:00,CHL-BA-32OZ,1
2021-04-01 10:17:00,BIO-PS-1LB,2
2021-04-01 15:07:00,BIO-PS-5LB,1
2021-04-01 16:12:00,BIO-S-1LB,4
2021-04-01 08:05:00,BIO-PS-17LB,1
2021-04-01 16:07:00,CHL-CT-21LB,1
2021-04-01 15:44:00,CHL-PU-5LB,2
2021-04-01 17:49:00,HTH-CA-32OZ,1
2021-04-01 14:41:00,HTH-CT-11LB,1
2021-04-02 08:54:00,BIO-PS-5LB,1
2021-04-02 15:21:00,BIO-PS-17LB,1
2021-04-02 18:28:00,CHL-PS-25LB,1
2021-04-02 16:39:00,CHL-CT-21LB,1
2021-04-02 16:41:00,BIO-BA-32OZ,1
2021-04-02 12:53:00,CHL-MA-32OZ,3
2021-04-02 17:30:00,BIO-PS-17LB,1
2021-04-02 12:37:00,HTH-CT-11LB,1
2021-04-02 17:28:00,BIO-PS-1LB,2
2021-04-02 17:38:00,BIO-PS-5LB,4
2021-04-03 08:20:00,HTH-CA-32OZ,1
2021-04-03 10:59:00,BIO-PS-17LB,1
2021-04-03 10:06:00,CHL-PS-25LB,1
2021-04-03 15:07:00,CHL-MA-32OZ,1
2021-04-03 09:17:00,HTH-CT-11LB,2
2021-04-03 16:54:00,BIO-PS-5LB,1
2021-04-03 14:50:00,BIO-CT-25LB,1
2021-04-03 13:26:00,CHL-MA-32OZ,3
2021-04-03 13:33:00,HTH-CT-11LB,1
2021-04-03 09:35:00,CHL-CT-21LB,2
2021-04-04 17:34:00,BIO-PS-1LB,3
2021-04-04 18:06:00,CHL-PS-25LB,1
2021-04-04 08:27:00,CHL-MA-32OZ,1
2021-04-04 09:31:00,CHL-BA-32OZ,1
2021-04-04 11:40:00,AQU-AI-5LB,1
2021-04-04 18:54:00,HTH-CT-11LB,1
2021-04-04 13:26:00,CHL-MA-32OZ,1
2021-04-04 11:06:00,HTH-CT-11LB,1
2021-04-05 14:12:00,BIO-LS-1GAL,2
2021-04-05 09:10:00,BIO-PS-1LB,2
2021-04-05 17:29:00,CHL-MA-32OZ,3
2021-04-05 13:53:00,BIO-CT-25LB,1
2021-04-05 13:28:00,HTH-CT-11LB,4
2021-04-05 10:47:00,BIO-BA-32OZ,1
2021-04-05 14:06:00,HTH-MA-1GAL,2
2021-04-05 14:38:00,BIO-BA-32OZ,1
2021-04-05 12:38:00,BIO-BA-32OZ,3
2021-04-05 14:13:00,BIO-PS-5LB,4
2021-04-05 15:58:00,BIO-LS-1GAL,1
2021-04-05 16:32:00,CHL-MA-32OZ,1
2021-04-05 09:05:00,BIO-BA-32OZ,1
2021-04-06 17:53:00,HTH-CT-11LB,2
2021-04-06 11:33:00,BIO-LS-1GAL,1
2021-04-06 17:41:00,CHL-PS-25LB,2
2021-04-06 17:56:00,BIO-PS-1LB,2
2021-04-06 17:03:00,AQU-CT-1LB,1
2021-04-06 14:33:00,BIO-BA-32OZ,1
2021-04-06 10:44:00,BIO-CT-25LB,2
2021-04-06 08:07:00,CHL-BA-32OZ,2
2021-04-06 11:41:00,HTH-CA-32OZ,1
2021-04-06 08:31:00,AQU-CT-1LB,1
2021-04-07 09:27:00,BIO-BA-32OZ,4
2021-04-07 15:22:00,AQU-CT-1LB,1
2021-04-07 11:50:00,CHL-PS-25LB,1
2021-04-07 18:44:00,BIO-PS-17LB,2
2021-04-07 10:07:00,CHL-PU-5LB,4
2021-04-07 14:14:00,BIO-PS-1LB,4
2021-04-07 11:26:00,HTH-CA-32OZ,1
2021-04-07 09:51:00,AQU-CT-1LB,2
2021-04-07 11:04:00,HTH-MA-1GAL,1
2021-04-07 15:39:00,BIO-PS-5LB,1
2021-04-07 16:21:00,AQU-AI-5LB,4
2021-04-08 12:37:00,BIO-BA-32OZ,2
2021-04-08 08:48:00,INT-AI-11LB,3
2021-04-08 08:19:00,CHL-PS-25LB,2
2021-04-08 17:53:00,BIO-PS-1LB,2
2021-04-08 08:15:00,BIO-CT-25LB,4
2021-04-08 15:43:00,BIO-S-1LB,1
2021-04-08 10:38:00,BIO-PS-17LB,1
2021-04-08 13:47:00,BIO-BA-32OZ,2
2021-04-08 12:23:00,HTH-S-5LB,1
2021-04-09 16:49:00,CHL-PS-25LB,1
2021-04-09 13:32:00,CHL-PS-25LB,1
2021-04-09 11:21:00,HTH-PD-2LB,1
2021-04-09 14:57:00,BIO-BA-32OZ,1
2021-04-09 11:43:00,BIO-LS-1GAL,1
2021-04-09 17:58:00,HTH-CT-11LB,3
2021-04-09 17:35:00,HTH-CT-11LB,1
2021-04-09 09:09:00,CHL-MA-32OZ,4
2021-04-10 15:54:00,CHL-PS-25LB,1
2021-04-10 12:46:00,BIO-PS-5LB,3
2021-04-10 11:38:00,BIO-PS-5LB,1
2021-04-10 18:09:00,CHL-BA-32OZ,3
2021-04-10 10:58:00,BIO-PS-17LB,1
2021-04-10 13:49:00,CHL-PS-25LB,1
2021-04-10 13:06:00,BIO-LS-1GAL,1
2021-04-10 15:51:00,BIO-PS-1LB,1
2021-04-11 12:04:00,BIO-PS-17LB,4
2021-04-11 17:44:00,BIO-CT-25LB,3
2021-04-11 10:20:00,BIO-PS-17LB,2
2021-04-11 16:56:00,AQU-CT-1LB,1
2021-04-11 09:40:00,HTH-CA-32OZ,2
2021-04-11 12:53:00,BIO-F-2LB,2
2021-04-11 15:55:00,BIO-PS-17LB,1
2021-04-11 14:57:00,HTH-CT-11LB,1
2021-04-11 10:57:00,CHL-MA-32OZ,1
2021-04-11 09:52:00,HTH-MA-1GAL,1
2021-04-11 10:45:00,CHL-CT-21LB,1
2021-04-11 11:25:00,BIO-PS-17LB,2
2021-04-11 08:07:00,AQU-CHI-20LB,1
2021-04-12 16:25:00,BIO-S-1LB,1
2021-04-12 11:36:00,CHL-CT-21LB,1
2021-04-12 17:16:00,CHL-CT-21LB,1
2021-04-12 13:16:00,CHL-CT-21LB,1
2021-04-12 09:52:00,BIO-PS-5LB,2
2021-04-12 11:46:00,HTH-CA-32OZ,3
2021-04-12 16:16:00,HTH-CT-11LB,1
2021-04-12 13:14:00,HTH-CT-11LB,1
2021-04-12 09:20:00,CHL-BA-32OZ,1
2021-04-12 14:13:00,AQU-CT-1LB,1
2021-04-12 08:38:00,BIO-PS-1LB,4
2021-04-12 11:00:00,BIO-F-2LB,1
2021-04-13 15:38:00,CHL-PS-25LB,3
2021-04-13 14:33:00,CHL-PU-5LB,3
2021-04-13 18:47:00,CHL-CT-21LB,1
2021-04-13 13:49:00,BIO-PS-5LB,3
2021-04-13 17:02:00,BIO-BA-32OZ,1
2021-04-13 18:37:00,BIO-LS-1GAL,1
2021-04-13 14:44:00,CHL-MA-32OZ,2
2021-04-13 18:19:00,BIO-CT-25LB,1
2021-04-13 13:56:00,CHL-PS-25LB,2
2021-04-13 17:34:00,CHL-MA-32OZ,1
2021-04-13 15:08:00,BIO-PS-17LB,1
2021-04-13 18:17:00,AQU-CT-1LB,1
2021-04-13 08:35:00,BIO-CT-25LB,2
2021-04-13 17:38:00,CHL-MA-32OZ,1
2021-04-14 10:44:00,CHL-MA-32OZ,2
2021-04-14 09:29:00,BIO-LS-1GAL,1
2021-04-14 15:40:00,BIO-PS-1LB,1
2021-04-14 11:21:00,BIO-PS-5LB,1
2021-04-14 18:48:00,CHL-BA-32OZ,1
2021-04-14 09:26:00,BIO-BA-32OZ,1
2021-04-14 14:32:00,BIO-BA-32OZ,1
2021-04-14 09:04:00,BIO-PS-5LB,1
2021-04-15 11:13:00,BIO-CT-25LB,1
2021-04-15 17:30:00,BIO-CT-25LB,1
2021-04-15 11:59:00,BIO-BA-32OZ,1
2021-04-15 14:28:00,BIO-CT-25LB,3
2021-04-15 08:30:00,HTH-CA-32OZ,1
2021-04-15 10:07:00,HTH-CT-11LB,1
2021-04-15 15:42:00,BIO-PS-17LB,1
2021-04-15 11:45:00,BIO-LS-1GAL,2
2021-04-15 12:00:00,CHL-PS-25LB,1
2021-04-15 10:19:00,CHL-PS-25LB,1
2021-04-15 10:41:00,BIO-CT-25LB,1
2021-04-16 10:41:00,HTH-CT-11LB,1
2021-04-16 10:47:00,HTH-MA-1GAL,4
2021-04-16 12:06:00,CHL-BA-32OZ,3
2021-04-16 17:33:00,CHL-CT-21LB,1
2021-04-16 11:51:00,BIO-LS-1GAL,1
2021-04-16 08:26:00,BIO-CT-25LB,1
2021-04-16 18:58:00,BIO-BA-32OZ,1
2021-04-16 11:11:00,CHL-PS-25LB,1
2021-04-16 11:27:00,AQU-AI-5LB,2
2021-04-16 13:19:00,BIO-CT-25LB,2
2021-04-16 08:06:00,CHL-MA-32OZ,3
2021-04-16 16:06:00,AQU-CT-1LB,1
2021-04-16 18:50:00,BIO-PS-5LB,4
2021-04-17 12:18:00,BIO-CHI-7LB,2
2021-04-17 12:10:00,HTH-CT-11LB,1
2021-04-17 12:48:00,HTH-CT-11LB,1
2021-04-17 16:55:00,CHL-CT-21LB,1
2021-04-17 12:09:00,AQU-CHI-20LB,1
2021-04-17 18:42:00,HTH-PD-2LB,2
2021-04-17 08:10:00,BIO-LS-1GAL,1
2021-04-17 12:15:00,BIO-F-2LB,2
2021-04-17 13:00:00,CHL-PS-25LB,1
2021-04-17 17:19:00,CHL-BA-32OZ,1
2021-04-18 15:26:00,CHL-BA-32OZ,1
2021-04-18 13:44:00,HTH-MA-1GAL,1
2021-04-18 09:07:00,BIO-BA-32OZ,1
2021-04-18 18:47:00,BIO-LS-1GAL,1
2021-04-18 16:27:00,BIO-LS-1GAL,4
2021-04-18 18:04:00,HTH-S-5LB,2
2021-04-18 13:26:00,CHL-CT-21LB,2
2021-04-18 12:00:00,CHL-CT-21LB,1
2021-04-18 17:51:00,CHL-CT-21LB,1
2021-04-18 17:18:00,CHL-PS-25LB,1
2021-04-18 09:19:00,CHL-PS-25LB,1
2021-04-18 15:22:00,BIO-PS-17LB,2
2021-04-18 11:39:00,HTH-CT-11LB,1
2021-04-19 16:39:00,CHL-MA-32OZ,1
2021-04-19 09:57:00,AQU-CT-1LB,3
2021-04-19 11:29:00,AQU-CT-1LB,3
2021-04-19 08:20:00,CHL-CT-21LB,1
2021-04-19 12:53:00,BIO-CT-25LB,1
2021-04-19 18:08:00,BIO-PS-17LB,1
2021-04-19 12:53:00,CHL-PS-25LB,2
2021-04-19 13:05:00,CHL-MA-32OZ,3
2021-04-19 18:40:00,CHL-PS-25LB,1
2021-04-20 17:03:00,BIO-BA-32OZ,1
2021-04-20 16:58:00,BIO-CHI-7LB,2
2021-04-20 10:24:00,HTH-CA-32OZ,1
2021-04-20 09:42:00,HTH-CA-32OZ,4
2021-04-20 09:01:00,HTH-CA-32OZ,1
2021-04-20 18:12:00,BIO-CT-25LB,1
2021-04-20 13:24:00,AQU-AI-5LB,3
2021-04-20 13:39:00,BIO-CT-25LB,2
2021-04-20 12:11:00,BIO-BA-32OZ,1
2021-04-20 17:37:00,BIO-CT-25LB,1
2021-04-20 10:02:00,HTH-CA-32OZ,1
2021-04-20 18:11:00,HTH-CA-32OZ,1
2021-04-20 11:30:00,BIO-PS-5LB,1
2021-04-21 14:45:00,BIO-PS-5LB,1
2021-04-21 14:27:00,CHL-CT-21LB,1
2021-04-21 17:42:00,BIO-PS-5LB,1
2021-04-21 14:38:00,BIO-CT-25LB,1
2021-04-21 10:49:00,AQU-CT-1LB,2
2021-04-21 10:36:00,BIO-PS-1LB,1
2021-04-21 13:14:00,BIO-F-2LB,2
2021-04-21 11:34:00,HTH-CT-11LB,1
2021-04-22 14:05:00,BIO-LS-1GAL,1
2021-04-22 17:16:00,CHL-BA-32OZ,1
2021-04-22 09:53:00,HTH-MA-1GAL,1
2021-04-22 09:40:00,AQU-CT-1LB,3
2021-04-22 16:50:00,BIO-PS-5LB,1
2021-04-22 11:38:00,CHL-BA-32OZ,1
2021-04-22 18:01:00,HTH-CA-32OZ,1
2021-04-22 17:50:00,AQU-CT-1LB,1
2021-04-22 11:50:00,HTH-CA-32OZ,1
2021-04-22 12:08:00,HTH-CT-11LB,2
2021-04-22 12:41:00,BIO-BA-32OZ,2
2021-04-22 18:54:00,HTH-CT-11LB,1
2021-04-23 10:18:00,CHL-BA-32OZ,3
2021-04-23 08:24:00,BIO-BA-32OZ,3
2021-04-23 14:43:00,CHL-MA-32OZ,1
2021-04-23 10:32:00,HTH-CA-32OZ,2
2021-04-23 11:17:00,BIO-BA-32OZ,3
2021-04-23 14:12:00,CHL-CT-21LB,1
2021-04-23 11:51:00,BIO-PS-1LB,1
2021-04-23 12:43:00,HTH-CT-11LB,4
2021-04-23 16:34:00,BIO-BA-32OZ,2
2021-04-23 17:14:00,BIO-PS-1LB,1
2021-04-23 11:16:00,CHL-BA-32OZ,1
2021-04-23 11:30:00,CHL-PS-25LB,3
2021-04-24 13:06:00,CHL-MA-32OZ,4
2021-04-24 16:24:00,HTH-CA-32OZ,1
2021-04-24 14:57:00,HTH-MA-1GAL,1
2021-04-24 17:16:00,BIO-LS-1GAL,1
2021-04-24 08:32:00,CHL-MA-32OZ,3
2021-04-24 14:49:00,AQU-CT-1LB,1
2021-04-24 13:51:00,BIO-BA-32OZ,1
2021-04-24 12:11:00,CHL-MA-32OZ,1
2021-04-24 12:15:00,AQU-CT-1LB,1
2021-04-24 16:11:00,AQU-CT-1LB,2
2021-04-24 14:39:00,HTH-PD-2LB,1
2021-04-24 10:35:00,CHL-MA-32OZ,2
2021-04-24 13:21:00,BIO-LS-1GAL,1
2021-04-25 08:28:00,CHL-BA-32OZ,1
2021-04-25 12:13:00,AQU-CT-1LB,4
2021-04-25 13:52:00,CHL-BA-32OZ,1
2021-04-25 08:36:00,CHL-PS-25LB,1
2021-04-25 13:10:00,AQU-CT-1LB,1
2021-04-25 16:40:00,BIO-PS-5LB,1
2021-04-25 16:51:00,BIO-CT-25LB,1
2021-04-25 17:23:00,BIO-PS-1LB,1
2021-04-25 17:17:00,CHL-PS-25LB,1
2021-04-25 15:53:00,CHL-CT-21LB,1
2021-04-25 18:55:00,BIO-LS-1GAL,2
2021-04-26 08:15:00,BIO-LS-1GAL,4
2021-04-26 17:27:00,CHL-AI-25LB,1
2021-04-26 17:55:00,BIO-PS-17LB,1
2021-04-26 14:18:00,HTH-CT-11LB,1
2021-04-26 13:13:00,CHL-CT-21LB,1
2021-04-26 13:38:00,BIO-PS-5LB,1
2021-04-26 09:53:00,INT-PD-5LB,1
2021-04-26 15:25:00,HTH-CA-32OZ,1
2021-04-26 13:02:00,BIO-LS-1GAL,3
2021-04-27 12:29:00,HTH-CT-11LB,1
2021-04-27 09:51:00,HTH-CT-11LB,1
2021-04-27 16:33:00,BIO-CT-25LB,1
2021-04-27 11:00:00,BIO-PS-5LB,1
2021-04-27 08:48:00,BIO-PS-1LB,1
2021-04-27 17:51:00,CHL-MA-32OZ,1
2021-04-27 17:21:00,CHL-BA-32OZ,3
2021-04-27 12:08:00,BIO-PS-17LB,1
2021-04-27 16:32:00,BIO-CT-25LB,1
2021-04-27 15:13:00,BIO-CT-25LB,1
2021-04-27 12:18:00,BIO-PS-17LB,1
2021-04-28 17:41:00,BIO-BA-32OZ,2
2021-04-28 14:42:00,BIO-PS-1LB,1
2021-04-28 14:33:00,BIO-LS-1GAL,1
2021-04-28 14:27:00,CHL-MA-32OZ,1
